age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed
42,10,2,7,0,0,1,1,5,3,5,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
42,2,2,4,0,1,0,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
39,2,2,3,-1,0,0,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
38,1,2,5,-1,0,0,1,5,3,4,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
31,2,2,3,0,0,0,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
28,7,2,7,0,1,0,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
29,1,1,6,0,1,0,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
32,10,1,5,0,1,0,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
39,1,2,7,0,1,1,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
34,1,1,5,0,1,0,1,5,3,4,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
27,2,2,4,0,0,1,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
27,2,2,4,0,0,0,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
30,10,3,4,0,1,0,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
36,8,2,5,-1,0,0,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
39,2,2,2,0,1,0,1,5,3,3,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
37,2,1,4,0,0,0,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
31,2,1,5,0,0,0,1,5,3,11,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
56,10,2,2,-1,0,1,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
49,2,2,4,-1,1,0,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
20,3,1,5,0,0,1,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
53,10,3,6,0,1,0,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
40,2,1,4,0,0,1,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
30,2,2,3,0,0,0,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
50,4,2,4,-1,-1,-1,1,5,3,7,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
30,8,2,4,0,1,0,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
41,8,3,4,0,1,0,1,5,3,3,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
53,10,3,6,0,1,0,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
36,1,1,6,0,1,0,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
39,2,1,2,-1,0,0,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
40,1,2,6,0,1,0,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
56,2,2,4,-1,0,0,1,5,3,3,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
39,1,2,5,0,0,0,1,5,3,4,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
40,1,1,5,0,1,0,1,5,3,3,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
33,2,2,3,0,1,0,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
47,2,2,2,-1,1,0,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
29,1,1,5,0,1,0,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
55,1,2,5,0,1,0,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
38,1,1,6,0,1,0,1,5,3,4,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
43,4,2,2,-1,1,1,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
35,10,1,6,0,1,0,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
33,2,2,3,0,1,0,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
28,1,2,3,0,0,0,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
34,1,2,6,0,0,0,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
30,2,1,4,0,0,0,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
27,2,1,4,0,1,0,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
35,10,2,6,-1,0,0,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
42,3,2,5,0,1,0,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
30,2,2,-1,0,0,0,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
31,8,1,5,-1,1,0,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
50,8,2,2,-1,1,0,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
33,2,2,3,0,0,0,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
55,6,2,5,0,0,0,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
35,5,2,4,0,1,1,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
25,3,1,6,0,1,0,1,5,3,4,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
47,2,2,2,-1,1,0,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
49,4,2,2,-1,0,0,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
27,10,2,5,0,0,0,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
50,5,2,6,0,1,0,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
48,3,2,6,0,0,0,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
35,3,2,5,0,0,0,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
30,10,1,5,0,0,0,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
31,2,2,3,0,0,0,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
49,5,3,6,0,0,0,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
43,2,2,4,0,0,0,1,5,3,18,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
39,2,2,4,-1,0,0,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
35,10,2,6,-1,0,0,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
32,2,2,4,-1,-1,-1,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
36,5,1,6,0,1,0,1,5,3,3,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
31,3,1,4,0,0,0,1,5,3,4,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
35,6,2,7,0,0,0,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
56,6,2,3,0,1,0,1,5,3,3,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
37,5,2,6,0,0,0,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
38,1,2,7,0,0,0,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
25,11,1,5,-1,0,0,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
35,2,2,-1,0,0,0,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
25,2,2,4,0,0,0,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
27,1,1,-1,0,1,0,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
57,4,3,2,-1,1,0,1,5,3,3,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
35,2,2,2,-1,0,0,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
49,8,2,5,-1,1,0,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
46,2,2,-1,0,0,0,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
32,2,2,3,0,1,0,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
48,1,1,5,0,1,0,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
30,10,1,6,-1,0,0,1,5,3,4,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
30,10,2,6,0,1,0,1,5,3,5,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
49,6,2,2,0,0,0,1,5,3,3,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
50,2,2,3,-1,0,0,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
33,8,2,2,0,0,0,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
45,2,2,3,-1,0,0,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
48,6,2,2,0,0,0,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
55,1,3,6,0,1,0,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
27,2,1,2,-1,0,1,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
54,10,2,7,0,0,0,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
38,2,2,4,0,1,0,1,5,3,3,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
45,1,2,5,0,0,0,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
43,2,2,2,-1,0,0,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
31,10,2,6,0,0,1,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
45,10,2,5,0,0,0,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
44,10,1,5,0,0,0,1,5,3,3,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
36,2,2,4,0,1,0,1,5,3,3,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
33,2,2,4,0,0,0,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
30,8,1,4,0,0,0,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
31,2,2,2,0,1,0,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
27,2,2,4,0,0,0,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
54,1,2,5,0,-1,-1,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
39,1,1,5,0,1,0,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
33,1,2,6,0,0,0,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
45,8,2,5,-1,0,0,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
44,10,2,7,-1,1,1,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
42,11,1,2,-1,1,0,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
55,1,2,4,0,0,0,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
40,8,2,3,-1,1,0,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
51,3,2,4,0,0,1,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
29,5,1,6,0,0,0,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
33,2,1,4,0,0,0,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
46,2,2,7,0,0,0,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
31,2,2,4,0,0,0,1,5,3,4,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
41,1,2,4,-1,0,0,1,5,3,6,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
52,8,2,-1,-1,0,0,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
49,5,3,6,-1,0,1,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
46,4,2,2,-1,0,0,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
29,8,2,5,-1,0,0,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
41,5,2,3,0,1,0,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
42,6,2,4,-1,1,0,1,5,3,3,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
39,4,2,6,0,1,0,1,5,3,7,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
45,1,2,4,0,1,0,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
35,8,3,7,-1,0,0,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
44,5,2,4,-1,0,0,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
32,10,1,6,0,1,0,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
36,1,1,5,0,0,1,1,5,3,6,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
43,5,2,3,-1,0,0,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
42,10,2,4,0,1,0,1,5,3,3,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
39,2,2,3,0,1,0,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
35,8,3,7,0,1,1,1,5,3,3,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
30,2,1,4,-1,0,0,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
34,2,2,2,0,1,0,1,5,3,6,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
39,1,2,3,-1,0,0,1,5,3,6,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
55,6,3,7,0,0,1,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
29,2,1,7,0,0,0,1,5,3,5,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
53,10,2,7,-1,0,0,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
31,1,2,5,0,0,0,1,5,3,3,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
59,6,3,4,-1,0,1,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
43,10,3,-1,0,0,0,1,5,3,9,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
33,1,2,5,0,1,0,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
36,2,2,4,-1,0,0,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
31,10,2,7,0,0,0,1,5,3,5,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
31,1,3,6,-1,0,0,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
27,2,2,3,-1,0,0,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
40,1,1,6,0,0,0,1,5,3,3,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
47,2,2,2,0,0,0,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
42,1,1,6,0,0,0,1,5,3,5,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
35,2,3,2,0,1,1,1,5,3,3,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
24,8,2,5,0,1,0,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
55,11,2,2,-1,1,0,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
49,2,2,2,0,1,0,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
36,8,2,5,0,1,0,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
34,2,2,4,0,1,0,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
28,8,1,5,0,0,0,1,5,3,3,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
50,10,2,7,-1,1,1,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
27,2,2,4,-1,1,0,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
42,2,2,2,0,1,0,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
52,2,1,2,0,-1,-1,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
34,1,2,5,0,0,0,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
44,1,1,5,0,0,0,1,5,3,3,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
39,8,2,5,0,0,0,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
27,2,2,4,-1,1,0,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
50,5,2,6,0,1,0,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
27,5,1,6,0,0,1,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
33,8,1,3,-1,1,0,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
49,2,2,2,-1,0,0,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
51,11,2,4,-1,1,0,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
46,2,2,4,-1,0,0,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
58,6,3,6,0,1,0,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
32,1,3,6,0,0,0,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
53,10,2,7,-1,1,1,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
41,2,3,3,0,0,0,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
46,6,2,2,0,0,0,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
30,8,2,-1,0,1,1,1,5,3,4,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
32,1,2,6,0,1,1,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
31,8,1,5,-1,0,0,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
46,2,2,4,-1,0,0,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
46,2,2,4,-1,1,0,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
54,6,2,2,-1,0,0,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
31,11,1,7,0,0,0,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
34,2,2,2,0,0,0,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
41,1,2,5,0,0,0,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
33,1,2,5,0,0,0,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
36,10,2,7,-1,1,0,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
37,2,1,4,0,0,1,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
38,2,2,5,0,0,0,1,5,3,5,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
25,7,1,6,0,0,0,1,5,3,5,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
56,8,2,4,-1,0,0,1,5,3,3,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
29,8,2,4,0,1,0,1,5,3,3,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
28,8,1,5,0,0,0,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
35,3,2,5,0,0,0,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
46,4,2,2,0,1,0,1,5,3,8,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
36,2,2,4,0,0,0,1,5,3,4,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
49,2,2,4,-1,0,1,1,5,3,3,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
28,5,1,6,0,0,0,1,5,3,4,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
32,10,1,6,0,0,0,1,5,3,16,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
40,8,2,5,-1,1,0,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
41,8,2,4,0,1,0,1,5,3,3,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
41,2,2,3,0,1,0,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
34,2,3,7,0,-1,-1,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
34,8,1,4,-1,1,1,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
42,1,2,6,-1,0,0,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
30,5,1,6,0,0,1,1,5,3,5,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
38,4,2,3,-1,1,1,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
53,3,2,-1,0,1,0,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
28,2,1,4,0,0,0,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
35,2,2,4,0,0,0,1,5,3,5,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
34,10,2,6,0,0,0,1,5,3,3,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
59,3,2,4,0,1,1,1,5,3,10,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
42,2,2,2,-1,0,0,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
32,2,2,5,-1,1,0,1,5,3,7,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
28,1,1,-1,0,1,0,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
31,8,2,5,-1,0,0,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
55,10,2,7,-1,0,0,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
36,2,2,2,-1,0,1,1,5,3,4,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
37,1,1,6,0,0,0,1,5,3,3,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
42,10,1,4,0,1,0,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
43,10,1,7,0,1,0,1,5,3,3,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
36,10,2,6,0,0,0,1,5,3,14,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
25,2,2,4,0,1,0,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
49,4,2,2,-1,1,0,1,5,3,10,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
51,2,3,2,0,1,0,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
49,2,2,2,-1,1,0,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
37,3,2,5,0,1,0,1,5,3,4,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
35,1,1,6,0,0,1,1,5,3,3,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
28,1,1,6,-1,0,1,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
39,2,2,2,-1,1,0,1,5,3,4,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
21,10,1,7,0,0,1,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
39,3,3,5,0,0,0,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
46,2,1,7,0,0,0,1,5,3,5,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
57,6,2,4,-1,0,0,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
27,1,2,5,-1,0,0,1,5,3,3,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
52,1,2,5,0,0,0,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
42,10,2,7,0,1,0,1,5,3,3,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
30,5,1,6,0,0,1,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
52,2,2,4,0,1,0,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
36,1,2,5,0,1,0,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
25,10,1,7,0,1,0,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
56,2,2,2,-1,0,0,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
47,2,3,4,-1,1,0,1,5,3,1,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
25,2,2,4,0,0,0,1,5,3,3,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
33,1,3,6,0,0,0,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
53,5,2,2,-1,0,0,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
33,1,3,6,0,1,0,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
43,3,2,6,0,0,1,1,5,3,4,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
42,2,2,2,-1,1,0,1,5,3,3,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
32,2,2,3,0,1,0,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
51,1,3,6,0,-1,-1,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
25,2,1,5,0,0,0,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
40,2,2,2,0,1,0,1,5,3,5,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
30,2,3,4,0,1,0,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
45,2,2,3,-1,1,0,1,5,3,3,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
34,1,2,6,0,0,1,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
36,3,2,6,0,0,0,1,5,3,3,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
34,10,2,4,0,0,0,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
35,8,3,5,0,0,1,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
44,2,1,2,-1,0,0,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
37,11,2,6,-1,-1,-1,1,5,3,2,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
31,8,2,6,-1,1,0,1,5,3,4,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
29,2,2,4,0,0,0,1,5,3,5,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
39,5,2,6,0,1,0,1,5,3,4,-1,0,-1,1.1,93.994,-36.4,4.857,5191.0
